what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382694150
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333382710636
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382710973
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382727404
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382753752
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382790615
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333382793352
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333382803050
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333382818715
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382844244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382845090
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382847131
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382847334
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382847350
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382900859
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382903660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333382905198
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382908017
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333382909166
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1333382911632
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333382915656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382915988
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382916825
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333382947745
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333382951756
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333382956861
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382957237
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382957954
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382958557
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382959467
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382960083
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333382965240
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382981251
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382982236
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1333382987766
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333382996092
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333383010347
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383015805
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383051741
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383054742
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383056389
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383057686
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383058761
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333383064566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383084341
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383265596
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383269857
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383287236
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383297608
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383298354
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383300030
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383459252
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333383461245
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383466168
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383474783
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383480724
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383493345
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333383493626
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333383493795
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333383541997
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333383543182
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1333383544954
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333383546211
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333383549839
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383550008
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333383554618
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383572366
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383573560
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333383575028
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383575374
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383575969
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383577111
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383579007
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383580026
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333383586787
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333383587278
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383595446
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333383628105
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333383633752
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383634091
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333383639767
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333383640884
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333383640983
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383644525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383774396
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383781489
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383782422
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383783497
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383784316
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383785841
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383804367
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383806170
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383813706
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383883892
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333383886134
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383888512
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383889021
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333383889298
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333383890085
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384219310
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333384222487
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384248472
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333384253045
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384256665
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384261344
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384265503
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384266634
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384269956
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384271252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333384275166
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384281794
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384464038
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1333384465582
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384470044
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384479743
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384483027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384484408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384484626
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384489089
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384502826
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1333384504732
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333384508907
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384510260
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384522056
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1333384522102
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333384525128
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333384526147
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384527218
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384529615
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384529826
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384531531
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384532512
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384534422
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384536779
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384537465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384537732
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384539388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384540127
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384540393
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384542086
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384542940
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384543198
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384548534
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384549382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384549626
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384551390
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384552198
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384552398
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384556925
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384558725
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384559681
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384559915
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384565843
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384580749
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1333384582297
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384587438
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384590276
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384590555
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384592369
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384598216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384599252
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384600888
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384606598
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1333384618433
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1333384618938
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1333384620039
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1333384621655
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1333384626089
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333384635538
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384639372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384643605
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384653552
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384658507
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1333384660155
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384661576
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384665550
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384666208
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384666425
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384683219
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384694753
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1333384699387
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384706720
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333384716587
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384717412
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384717642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1333384719601
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333384721705
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1333384724000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384726179
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384739037
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333384739983
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333384751378
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333384760738
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333384763599
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1333384765960
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384768031
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333384769851
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333384773884
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384914116
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384914859
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384915550
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384916225
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384917561
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384918246
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384919036
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384919668
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384990381
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333384991021
